2 1 -0.000204092 -0.000841106 -3.08162e-05 -0.000204602 -0.0045592 0.0419225 0 22.5 97.6729 0.00385 0 0.03115
3 1 3.02395e-05 -0.000330807 0.000216199 -0.000453309 0.00501215 -0.14546 0 22.5 94.6795 0.0028 0 0.0322
4 1 0.000174746 0.00079373 -2.04428e-05 -0.000151974 0.00566097 0.0800458 0 22.5 96.4997 0.00875 0 0.02625
5 1 3.03914e-05 0.000955754 0.000239268 0.000361538 0.00440338 -0.00622063 0 22.5 90.861 0.01505 0 0.01995
6 1 -1.8296e-05 0.000297157 2.25869e-05 0.000129723 -0.00300105 0.0736333 0 22.5 95.1844 0.007 0 0.028
7 1 7.62334e-05 0.000205277 -0.000167317 -0.000869767 -0.00117755 -0.0303192 0 22.5 96.4179 0.0084 0 0.0266
8 1 8.07914e-05 -0.000159449 -0.000161967 -0.00062988 0.00416804 0.0730633 0 22.5 91.5325 0.0287 0 0.0063
9 1 -0.000212815 0.00048306 -5.22044e-05 -9.38443e-05 0.00342187 -0.153548 0 22.5 87.557 0.01645 0 0.01855
10 1 0.000102714 6.1044e-06 0.000154684 0.000742855 0.00179405 0.0822144 0 22.5 91.556 0.0231 0 0.0119
11 1 2.15615e-05 0.000480071 -9.15639e-05 -0.000887794 -0.000713334 0.0673461 0 22.5 91.2169 0.02205 0 0.01295
17 1 0.00010449 -0.00100981 -9.23938e-05 -0.000156954 0.00301923 -0.063635 0 22.5 96.1792 0.0336 0 0.0014
18 1 -0.00015813 0.000216492 0.000139144 -9.79498e-05 0.000237045 0.083654 0 22.5 66.6438 0.0175 0 0.0175
19 1 -0.000324568 -0.000448338 0.000113928 0.000636115 -0.00290635 -0.143079 0 22.5 95.6464 0.02205 0 0.01295
20 1 -2.54833e-05 -0.000842445 5.13847e-05 -0.000320485 0.0019157 0.114525 0 22.5 95.4409 0.00035 0 0.03465
22 1 -0.000373318 -0.00101256 -1.32606e-06 -0.000133254 0.00514246 -0.0383013 0 22.5 94.8394 0.01225 0 0.02275
23 1 -0.000145093 0.000306065 -8.77527e-05 1.91478e-05 0.00297117 0.152857 0 22.5 91.3818 0.02275 0 0.01225
24 1 -5.56246e-05 -0.000302701 -0.000116387 5.89002e-05 0.00463695 -0.147265 0 22.5 85.7205 0.0161 0 0.0189
25 1 3.02347e-05 0.000378854 -6.71932e-05 -2.74314e-06 0.00788213 0.130721 0 22.5 97.4667 0.01645 0 0.01855
26 1 -2.55128e-05 0.000247108 -4.20643e-05 0.000907752 -0.00273535 0.0239882 0 22.5 94.131 0.00105 0 0.03395
27 1 3.40735e-05 -1.39196e-05 7.07749e-05 -0.000148153 0.00641067 -0.156614 0 22.5 89.5768 0.02905 0 0.00595
28 1 -3.30838e-05 0.000985085 0.000114345 6.13676e-05 0.00502316 0.0440207 0 22.5 95.7042 0.01855 0 0.01645
29 1 0.000164154 3.30611e-05 0.000171808 -3.46423e-05 0.00238682 -0.167781 0 22.5 97.2032 0.00945 0 0.02555
30 1 -9.97261e-05 -0.000162359 -0.000110466 0.000763205 -0.00200763 -0.0562271 0 22.5 96.7583 0.0112 0 0.0238
32 1 -0.00031488 0.000134808 -0.000157721 0.000383641 0.00121912 0.133544 0 22.5 97.8078 0.0042 0 0.0308
33 1 9.76137e-05 0.000117902 0.000232857 0.000563873 0.00406522 0.0555244 0 22.5 90.5324 0.0287 0 0.0063
36 1 2.64766e-06 0.000837598 -0.000179446 0.000117354 0.000623195 -0.000792014 0 22.5 96.5722 0.00595 0 0.02905
37 1 8.11249e-05 0.000973084 0.000199247 0.000613577 0.000942616 0.0335652 0 22.5 95.3827 0.00805 0 0.02695
